,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Location
169783,1602,Prostitution,PROSTITUTION - SOLICITING,D4,143,Tuesday,22,Part Two,DALTON ST,"(42.34577820, -71.08429595)"
169784,1602,Prostitution,PROSTITUTION - SOLICITING,D4,143,Tuesday,20,Part Two,DALTON ST,"(42.34577820, -71.08429595)"
169785,3201,Property Lost,PROPERTY - LOST,E5,559,Tuesday,19,Part Three,KITTREDGE ST,"(42.28279241, -71.12893799)"
169786,619,Larceny,LARCENY ALL OTHERS,E18,784,Monday,12,Part One,WARREN ST,"(42.34988575, -71.14522971)"
169787,3301,Verbal Disputes,VERBAL DISPUTE,C11,352,Tuesday,19,Part Three,ARCADIA ST,"(42.30183841, -71.06127819)"
169788,2629,Harassment,HARASSMENT,E18,498,Tuesday,15,Part Two,HYDE PARK AVE,"(42.27380942, -71.11996035)"
169789,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,C11,377,Tuesday,18,Part Three,NEPONSET AVE,"(42.29282610, -71.05066700)"
169791,2647,Other,THREATS TO DO BODILY HARM,B2,289,Tuesday,14,Part Two,MALCOLM X BLVD,"(42.33123776, -71.09140736)"
169792,2629,Harassment,HARASSMENT,E18,524,Monday,21,Part Two,TRUMAN PKWY,"(42.24126254, -71.12611583)"
169793,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B3,475,Tuesday,19,Part Two,CUMMINS HWY,"(42.27080721, -71.10228951)"
169794,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,475,Tuesday,19,Part Two,CUMMINS HWY,"(42.27080721, -71.10228951)"
169795,1402,Vandalism,VANDALISM,C6,204,Tuesday,18,Part Two,GILLETTE PARK,"(42.34412484, -71.05685339)"
169796,2629,Harassment,HARASSMENT,E18,493,Tuesday,18,Part Two,RIVER ST,"(42.26062899, -71.11523335)"
169797,2610,Other,TRESPASSING,D4,129,Tuesday,18,Part Two,BOYLSTON ST,"(42.35157076, -71.07186599)"
169798,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,129,Tuesday,18,Part Two,BOYLSTON ST,"(42.35157076, -71.07186599)"
169799,3114,Investigate Property,INVESTIGATE PROPERTY,C11,397,Tuesday,19,Part Three,WELLES AVE,"(42.28944478, -71.06559395)"
169800,3115,Investigate Person,INVESTIGATE PERSON,D4,273,Tuesday,18,Part Three,LENOX ST,"(42.33548983, -71.07944652)"
169801,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,C11,373,Tuesday,18,Part Three,FREEPORT ST,"(42.29234068, -71.04803996)"
169802,3115,Investigate Person,INVESTIGATE PERSON,D4,137,Tuesday,18,Part Three,NEWBURY ST,"(42.34999733, -71.08103440)"
169803,3201,Property Lost,PROPERTY - LOST,E5,714,Tuesday,11,Part Three,MELNEA CASS BLVD,"(42.33330171, -71.08181675)"
169804,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,570,Tuesday,16,Part Two,WASHINGTON ST,"(42.30748039, -71.10649768)"
169805,3115,Investigate Person,INVESTIGATE PERSON,B2,319,Tuesday,15,Part Three,BLUE HILL AVE,"(42.30803768, -71.08359213)"
169806,619,Larceny,LARCENY ALL OTHERS,C6,202,Tuesday,18,Part One,W SECOND ST,"(42.34163892, -71.05156725)"
169807,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E18,543,Tuesday,17,Part Three,BUSINESS ST,"(42.25555129, -71.12592141)"
169808,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C6,186,Tuesday,16,Part Two,BOSTON ST,"(42.32692112, -71.05841861)"
169809,3114,Investigate Property,INVESTIGATE PROPERTY,E5,716,Saturday,13,Part Three,PARAGON RD,"(42.26970940, -71.16384440)"
169810,724,Auto Theft,AUTO THEFT,E13,648,Thursday,17,Part One,JAMAICA ST,"(42.30629920, -71.11505080)"
169811,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",D14,794,Tuesday,17,Part Three,PARK VALE AVE,"(42.35182446, -71.13313369)"
169814,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,117,Tuesday,17,Part Two,WASHINGTON ST,"(42.35174282, -71.06275940)"
169815,3301,Verbal Disputes,VERBAL DISPUTE,A15,105,Tuesday,16,Part Three,SUMMER ST,"(42.35521625, -71.06012863)"
169816,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,E13,572,Tuesday,17,Part Two,WASHINGTON ST,"(42.31538436, -71.09870021)"
169817,3125,Warrant Arrests,WARRANT ARREST,E13,572,Tuesday,17,Part Three,WASHINGTON ST,"(42.31538436, -71.09870021)"
169818,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,345,Tuesday,17,Part One,DRAPER ST,"(42.30287064, -71.06399249)"
169819,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,B2,293,Tuesday,17,Part Three,CEDAR ST,"(42.32655484, -71.09219288)"
169820,1847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,C6, ,Tuesday,17,Part Two,E 8 ST,"(0.00000000, 0.00000000)"
169821,3114,Investigate Property,INVESTIGATE PROPERTY,E18,520,Tuesday,7,Part Three,HYDE PARK AVE,"(42.25621592, -71.12401947)"
169822,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C11,356,Tuesday,17,Part Three,CHARLES ST,"(42.30060543, -71.06126785)"
169823,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,A1, ,Monday,11,Part Three,HAWLEY ST,"(0.00000000, 0.00000000)"
169824,301,Robbery,ROBBERY - STREET,E13,912,Tuesday,16,Part One,PARKER ST,"(42.32469443, -71.10087902)"
169825,3201,Property Lost,PROPERTY - LOST,A7,9,Sunday,14,Part Three,FAYWOOD AVE,"(42.39213904, -71.00581071)"
169826,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,496,Tuesday,16,Part Two,HYDE PARK AVE,"(42.26701085, -71.12096171)"
169827,1402,Vandalism,VANDALISM,E18,496,Tuesday,16,Part Two,HYDE PARK AVE,"(42.26701085, -71.12096171)"
169828,3501,Missing Person Reported,MISSING PERSON,B2,281,Sunday,16,Part Three,GREENVILLE ST,"(42.32696802, -71.08051941)"
169829,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,241,Tuesday,16,Part Three,ANNABEL ST,"(42.31828902, -71.06265046)"
169830,2610,Other,TRESPASSING,B2,901,Tuesday,16,Part Two,WARD ST,"(42.33545663, -71.09699317)"
169833,613,Larceny,LARCENY SHOPLIFTING,B2,458,Tuesday,17,Part One,BLUE HILL AVE,"(42.30938437, -71.08262277)"
169834,3115,Investigate Person,INVESTIGATE PERSON,B3,469,Tuesday,12,Part Three,MATTAPAN ST,"(42.27974263, -71.09771603)"
169835,3114,Investigate Property,INVESTIGATE PROPERTY,D14,776,Tuesday,15,Part Three,COMMONWEALTH AVE,"(42.34180625, -71.14783509)"
169836,617,Larceny,LARCENY THEFT FROM BUILDING,B2,615,Tuesday,15,Part One,AVENUE LOUIS PASTEUR,"(42.33830258, -71.10235253)"
169837,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,642,Tuesday,9,Part One,CENTRE ST,"(42.31265126, -71.11414509)"
169838,3201,Property Lost,PROPERTY - LOST,A1,111,Monday,17,Part Three,WINTER PL,"(42.35565410, -71.06143259)"
169839,1402,Vandalism,VANDALISM,E18,488,Tuesday,13,Part Two,RIVER ST,"(42.26302512, -71.10762853)"
169840,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,260,Tuesday,15,Part Three,FOLSOM ST,"(42.31797163, -71.07234547)"
169841,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,912,Tuesday,15,Part Two,CENTRE ST,"(42.32283759, -71.10096723)"
169843,3114,Investigate Property,INVESTIGATE PROPERTY,E5,738,Tuesday,15,Part Three,BONAIR ST,"(42.29111440, -71.16274805)"
169844,3114,Investigate Property,INVESTIGATE PROPERTY,A1,61,Tuesday,16,Part Three,FLEET CENTER PL,"(42.36646326, -71.06067801)"
169845,613,Larceny,LARCENY SHOPLIFTING,C11,401,Tuesday,15,Part One,TALBOT AVE,"(42.28714820, -71.06493039)"
169846,3125,Warrant Arrests,WARRANT ARREST,C11,401,Tuesday,15,Part Three,TALBOT AVE,"(42.28714820, -71.06493039)"
169847,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,184,Tuesday,15,Part Two,WASHINGTON ST,"(42.32866284, -71.08563401)"
169848,3115,Investigate Person,INVESTIGATE PERSON,D4,149,Tuesday,15,Part Three,COLUMBUS AVE,"(42.34457000, -71.07686200)"
169849,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,245,Tuesday,15,Part One,NEWPORT ST,"(42.31802519, -71.05404122)"
169850,1602,Prostitution,PROSTITUTION - SOLICITING,D4,143,Tuesday,19,Part Two,DALTON ST,"(42.34577820, -71.08429595)"
169851,1602,Prostitution,PROSTITUTION - SOLICITING,D4,143,Tuesday,19,Part Two,DALTON ST,"(42.34577820, -71.08429595)"
169852,1602,Prostitution,PROSTITUTION - SOLICITING,D4,143,Tuesday,17,Part Two,DALTON ST,"(42.34577820, -71.08429595)"
169853,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,339,Tuesday,15,Part Two,FRUEAN PL,"(42.30898783, -71.06054957)"
169854,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4,151,Tuesday,14,Part Two,WARREN AVE,"(42.34516350, -71.07129114)"
169855,3410,Towed,TOWED MOTOR VEHICLE,C11,392,Tuesday,14,Part Three,BARRINGTON RD,"(42.28583396, -71.06075452)"
169857,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,341,Tuesday,8,Part One,HAMILTON ST,"(42.30587884, -71.06663793)"
169858,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,145,Monday,18,Part One,CUMBERLAND ST,"(42.34374746, -71.08218199)"
169859,1402,Vandalism,VANDALISM,D4,145,Monday,18,Part Two,CUMBERLAND ST,"(42.34374746, -71.08218199)"
169860,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,340,Tuesday,14,Part One,DRAPER ST,"(42.30540715, -71.06547135)"
169861,3115,Investigate Person,INVESTIGATE PERSON,C11,341,Tuesday,14,Part Three,STONEHURST ST,"(42.30444352, -71.06778638)"
169862,3410,Towed,TOWED MOTOR VEHICLE,D4,621,Tuesday,13,Part Three,MARLBOROUGH ST,"(42.34979403, -71.09034640)"
169863,3301,Verbal Disputes,VERBAL DISPUTE,B2,309,Tuesday,14,Part Three,MARTIN LUTHER KING JR BLV,"(42.31860134, -71.08405792)"
169864,3114,Investigate Property,INVESTIGATE PROPERTY,A1,61,Friday,17,Part Three,FLEET CENTER PL,"(42.36646326, -71.06067801)"
169865,562,Other Burglary,BURGLARY - OTHER - NO FORCE,E5,728,Tuesday,12,Part One,RIVERMOOR ST,"(42.27866515, -71.17371844)"
169866,3115,Investigate Person,INVESTIGATE PERSON,E5,728,Tuesday,12,Part Three,RIVERMOOR ST,"(42.27866515, -71.17371844)"
169867,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,436,Tuesday,14,Part Three,WASHINGTON ST,"(42.28962239, -71.07141943)"
169869,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D4,151,Tuesday,14,Part One,WARREN AVE,"(42.34516350, -71.07129114)"
169870,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,117,Tuesday,14,Part Three,KNEELAND ST,"(42.35092206, -71.06255796)"
169871,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B2,266,Tuesday,13,Part Two,WINTHROP ST,"(42.32424069, -71.07761917)"
169872,613,Larceny,LARCENY SHOPLIFTING,E13,582,Tuesday,14,Part One,CENTRE ST,"(42.32277007, -71.10445458)"
169873,617,Larceny,LARCENY THEFT FROM BUILDING,D4,157,Thursday,2,Part One,W NEWTON ST,"(42.34063708, -71.07572281)"
169874,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY †DAMAGE,C6,219,Tuesday,13,Part Three,E EIGHTH ST,"(42.33126474, -71.04680751)"
169875,3301,Verbal Disputes,VERBAL DISPUTE,B3,468,Tuesday,13,Part Three,WALK HILL ST,"(42.27791465, -71.09452937)"
169877,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,187,Tuesday,13,Part Three,HARVEST ST,"(42.32322437, -71.05896841)"
169878,2647,Other,THREATS TO DO BODILY HARM,D14,794,Tuesday,20,Part Two,COMMONWEALTH AVE,"(42.34906578, -71.13414695)"
169879,619,Larceny,LARCENY ALL OTHERS,B3,444,Monday,23,Part One,WEST ST,"(42.35500441, -71.06300728)"
169880,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,465,Tuesday,14,Part Three,BLUE HILL AVE,"(42.28482577, -71.09137369)"
169881,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,465,Tuesday,14,Part Three,BLUE HILL AVE,"(42.28482577, -71.09137369)"
169882,3114,Investigate Property,INVESTIGATE PROPERTY,E18,520,Tuesday,12,Part Three,HYDE PARK AVE,"(42.25621592, -71.12401947)"
169883,611,Larceny,LARCENY PICK-POCKET,B2,287,Friday,20,Part One,RUGGLES ST,"(42.33105456, -71.08273154)"
169884,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,750,Tuesday,13,Part Three,COMMONWEALTH AVE,"(42.34009822, -71.16017762)"
169885,3114,Investigate Property,INVESTIGATE PROPERTY,E18,520,Tuesday,13,Part Three,HYDE PARK AVE,"(42.25621592, -71.12401947)"
169886,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,494,Tuesday,12,Part Two,RIVER ST,"(42.25940183, -71.11731570)"
169887,3114,Investigate Property,INVESTIGATE PROPERTY,E18,488,Monday,22,Part Three,RIVER ST,"(42.26324519, -71.10703300)"
169888,613,Larceny,LARCENY SHOPLIFTING,D4,619,Tuesday,13,Part One,MASSACHUSETTS AVE,"(42.34439568, -71.08632016)"
169889,3007,Medical Assistance,SUDDEN DEATH,A1,79,Tuesday,13,Part Three,ENDICOTT ST,"(42.36656621, -71.05809013)"
169890,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,465,Tuesday,13,Part Two,BLUE HILL AVE,"(42.28608984, -71.09096166)"
169891,3114,Investigate Property,INVESTIGATE PROPERTY,B2,290,Tuesday,13,Part Three,ROXBURY ST,"(42.33017987, -71.09061217)"
169892,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,130,Monday,1,Part One,HUNTINGTON AVE,"(42.34857652, -71.07772012)"
169893,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,569,Tuesday,12,Part Three,WASHINGTON ST,"(42.30307413, -71.11081856)"
169895,3201,Property Lost,PROPERTY - LOST,A15,53,Tuesday,13,Part Three,TIBBETT'S TOWN WAY,"(42.37782671, -71.06950080)"
169897,3115,Investigate Person,INVESTIGATE PERSON,C6,225,Tuesday,13,Part Three,E BROADWAY,"(42.33550576, -71.04291647)"
169898,3115,Investigate Person,INVESTIGATE PERSON,B2,293,Tuesday,13,Part Three,THORNTON ST,"(42.32597280, -71.08954428)"
169899,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,914,Friday,18,Part Three,MONSIGNOR DENNIS F O'CALL,"(42.32476494, -71.05340359)"
169900,423,Aggravated Assault,ASSAULT - AGGRAVATED,E13,916,Tuesday,12,Part One,BICKFORD ST,"(42.32483301, -71.10164757)"
169901,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,762,Tuesday,12,Part Three,SHANLEY ST,"(42.34846398, -71.15814967)"
169903,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,435,Tuesday,12,Part Three,SCHOOL ST,"(42.29702742, -71.07576538)"
169905,724,Auto Theft,AUTO THEFT,A15,55,Tuesday,13,Part One,ELM ST,"(42.37775953, -71.06352746)"
169906,3007,Medical Assistance,SUDDEN DEATH,C11,384,Tuesday,11,Part Three,WHITRIDGE ST,"(42.28033097, -71.05008412)"
169907,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,189,Monday,16,Part Three,DORCHESTER AVE,"(42.32446169, -71.05684445)"
169908,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,50,Tuesday,12,Part One,PERKINS ST,"(42.38406292, -71.07800040)"
169909,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,D14,771,Tuesday,12,Part Three,CHESTNUT HILL AVE,"(42.34909765, -71.15342980)"
169910,619,Larceny,LARCENY ALL OTHERS,B3,436,Tuesday,11,Part One,TORREY ST,"(42.28761226, -71.07166865)"
169911,3130,Search Warrants,SEARCH WARRANT,B2,184,Tuesday,12,Part Three,WASHINGTON ST,"(42.32866284, -71.08563401)"
169912,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B2,184,Tuesday,10,Part Two,WASHINGTON ST,"(42.32866284, -71.08563401)"
169913,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,184,Tuesday,10,Part Two,WASHINGTON ST,"(42.32866284, -71.08563401)"
169914,3301,Verbal Disputes,VERBAL DISPUTE,C11,341,Tuesday,11,Part Three,STONEHURST ST,"(42.30444352, -71.06778638)"
169915,2647,Other,THREATS TO DO BODILY HARM,B2,183,Saturday,12,Part Two,E COTTAGE ST,"(42.32140555, -71.07180718)"
169916,2610,Other,TRESPASSING,E13,307,Tuesday,11,Part Two,WASHINGTON ST,"(42.31584636, -71.09824825)"
169917,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,567,Tuesday,11,Part Three,FOREST HILLS ST,"(42.30806355, -71.10254489)"
169918,3201,Property Lost,PROPERTY - LOST,A1,111,Saturday,21,Part Three,WASHINGTON ST,"(42.35456406, -71.06147418)"
169919,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,331,Tuesday,10,Part Three,COLUMBIA RD,"(42.31163120, -71.06974316)"
169921,351,Robbery,ROBBERY - BANK,A1,123,Tuesday,11,Part One,KNEELAND ST,"(42.35070525, -71.06185179)"
169922,3301,Verbal Disputes,VERBAL DISPUTE,C11,342,Tuesday,11,Part Three,TOPLIFF ST,"(42.30284782, -71.06808985)"
169923,3130,Search Warrants,SEARCH WARRANT,B2,259,Tuesday,11,Part Three,ALEXANDER ST,"(42.31694244, -71.06991213)"
169924,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,E13,648,Tuesday,8,Part Three,VERONA ST,"(42.30740323, -71.11266047)"
169925,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",B3,427,Friday,11,Part Two,BABSON ST,"(42.27491663, -71.09220444)"
169926,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,E18,493,Tuesday,10,Part Three,RIVER ST,"(42.26194848, -71.10971613)"
169927,1402,Vandalism,VANDALISM,A7,34,Tuesday,10,Part Two,WEBSTER ST,"(42.36478915, -71.03234663)"
169928,3301,Verbal Disputes,VERBAL DISPUTE,D4,134,Tuesday,10,Part Three,BOYLSTON ST,"(42.35095909, -71.07412780)"
169929,1402,Vandalism,VANDALISM,A15,50,Tuesday,11,Part Two,RUTHERFORD AVE,"(42.38117064, -71.07213904)"
169930,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,E13,574,Monday,16,Part Three,WASHINGTON ST,"(42.30971857, -71.10429432)"
169931,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,427,Tuesday,10,Part Three,NORFOLK ST,"(42.27967051, -71.08887826)"
169932,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A1,61,Tuesday,9,Part Two,CAUSEWAY ST,"(42.36666960, -71.05900199)"
169934,3114,Investigate Property,INVESTIGATE PROPERTY,C6,936,Tuesday,9,Part Three,FLAHERTY WAY,"(42.33794745, -71.05310513)"
169935,560,Other Burglary,BURGLARY - OTHER - FORCE,D4,134,Tuesday,9,Part One,BOYLSTON ST,"(42.35037870, -71.07626098)"
169936,560,Other Burglary,BURGLARY - OTHER - FORCE,D4,134,Tuesday,9,Part One,BOYLSTON ST,"(42.35037870, -71.07626098)"
169937,560,Other Burglary,BURGLARY - OTHER - FORCE,D4,134,Tuesday,9,Part One,BOYLSTON ST,"(42.35037870, -71.07626098)"
169938,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,105,Tuesday,10,Part Two,ARCH ST,"(42.35487365, -71.05861218)"
169939,560,Other Burglary,BURGLARY - OTHER - FORCE,D4,134,Tuesday,9,Part One,BOYLSTON ST,"(42.35037870, -71.07626098)"
169940,560,Other Burglary,BURGLARY - OTHER - FORCE,D4,134,Tuesday,9,Part One,BOYLSTON ST,"(42.35037870, -71.07626098)"
169941,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,D4,592,Tuesday,10,Part Three,BROOKLINE AVE,"(42.34332128, -71.10261424)"
169942,3114,Investigate Property,INVESTIGATE PROPERTY,E18,520,Tuesday,10,Part Three,HYDE PARK AVE,"(42.25621592, -71.12401947)"
169943,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,141,Sunday,20,Part Three,NEWBURY ST,"(42.34840576, -71.08688339)"
169944,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,101,Tuesday,14,Part Two,MILK ST,"(42.35822966, -71.05362239)"
169945,3111,License Violation,LICENSE PREMISE VIOLATION,A1,101,Tuesday,14,Part Three,MILK ST,"(42.35822966, -71.05362239)"
169947,2005,Offenses Against Child / Family,CHILD ENDANGERMENT,E18,544,Friday,8,Part Two,AUSTIN ST,"(42.26107427, -71.12583831)"
169948,3207,Property Found,PROPERTY - FOUND,B3,472,Tuesday,10,Part Three,ALMONT ST,"(42.27433629, -71.09369943)"
169949,301,Robbery,ROBBERY - STREET,B2,320,Tuesday,10,Part One,CRAWFORD ST,"(42.31096953, -71.08461836)"
169950,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,901,Tuesday,9,Part One,HORADAN WAY,"(42.33395341, -71.09738040)"
169951,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,901,Tuesday,9,Part One,HORADAN WAY,"(42.33395341, -71.09738040)"
169952,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,E13,302,Tuesday,8,Part Two,COLUMBUS AVE,"(42.32492546, -71.09839601)"
169953,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E13,302,Tuesday,8,Part Three,COLUMBUS AVE,"(42.32492546, -71.09839601)"
169954,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,E18,488,Monday,15,Part Two,RIVER ST,"(42.26302512, -71.10762853)"
169955,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,28,Tuesday,9,Part Two,MERIDIAN ST,"(42.37100549, -71.03897689)"
169956,3114,Investigate Property,INVESTIGATE PROPERTY,C6,221,Tuesday,8,Part Three,E SECOND ST,"(42.33720797, -71.04159803)"
169957,3115,Investigate Person,INVESTIGATE PERSON,B3,449,Tuesday,8,Part Three,WHITFIELD ST,"(42.29276044, -71.07486603)"
169958,2610,Other,TRESPASSING,C6,227,Tuesday,7,Part Two,E FOURTH ST,"(42.33479672, -71.03248640)"
169959,1402,Vandalism,VANDALISM,C11,367,Tuesday,9,Part Two,HANCOCK ST,"(42.31043400, -71.06134010)"
169960,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,416,Monday,20,Part Three,NEVADA ST,"(42.28016190, -71.07295042)"
169962,1402,Vandalism,VANDALISM,D14,793,Monday,1,Part Two,COMMONWEALTH AVE,"(42.34795358, -71.13630736)"
169963,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,276,Tuesday,9,Part Three,WASHINGTON ST,"(42.33139659, -71.08232496)"
169964,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,301,Monday,18,Part One,MARCELLA ST,"(42.32369646, -71.09564674)"
169965,560,Other Burglary,BURGLARY - OTHER - FORCE,D4,134,Tuesday,9,Part One,BOYLSTON ST,"(42.35037870, -71.07626098)"
169966,2612,Fire Related Reports,FIRE REPORT/ALARM - FALSE,E13,573,Monday,14,Part Two,MCBRIDE ST,"(42.30581531, -71.10962700)"
169967,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,786,Sunday,20,Part Three,COREY RD,"(42.34132311, -71.14175956)"
169968,724,Auto Theft,AUTO THEFT,A7,14,Sunday,16,Part One,HOMER ST,"(42.38172805, -71.01646554)"
169969,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,B3,432,Monday,21,Part Three,MOUNTAIN AVE,"(42.28399453, -71.08524298)"
169970,1402,Vandalism,VANDALISM,C6,221,Monday,19,Part Two,E SECOND ST,"(42.33721948, -71.04104146)"
169971,613,Larceny,LARCENY SHOPLIFTING,C6,186,Saturday,13,Part One,ALLSTATE RD,"(42.32696647, -71.06198607)"
169972,3115,Investigate Person,INVESTIGATE PERSON,D14,803,Tuesday,8,Part Three,HANO ST,"(42.35548407, -71.13741814)"
169974,2629,Harassment,HARASSMENT,D4,164,Wednesday,8,Part Two,HARRISON AVE,"(42.34176736, -71.06655238)"
169975,1402,Vandalism,VANDALISM,D4,164,Wednesday,8,Part Two,HARRISON AVE,"(42.34176736, -71.06655238)"
169976,2610,Other,TRESPASSING,D4,164,Wednesday,8,Part Two,HARRISON AVE,"(42.34176736, -71.06655238)"
169977,1402,Vandalism,VANDALISM,B3,416,Monday,19,Part Two,WILMINGTON AVE,"(42.28029155, -71.07220576)"
169978,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,777,Tuesday,7,Part Three,WINSHIP ST,"(42.34730986, -71.15168626)"
169979,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,462,Tuesday,7,Part Two,ALBANY ST,"(42.33428841, -71.07239518)"
